source_archive,source_path,source_sha256,classification,current_repository_equivalent,proposed_destination,action,conflict_status,reason,dependencies,validation,rollback,approval_needed,decision_id,resolution_status,transition_phase
AZPR-autonomous-execution-primed-draft-v10.1.zip,V10-RELEASE-TEST-CATALOG.json,a2be3e88c99b0cf6c5b880a43bc8140ea60854d6a3a27c613f777f7302f22bd5,VERIFICATION_ONLY,,,DEFER,NONE,Use only from the isolated extraction for verification; do not add to the application repository without approval.,human-approved mapping if later integrated,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,V10-SECURITY-INVARIANTS-AND-ARCHITECTURE.md,c659c113526fef375a45d1fc14ebc3ea4aa9a6a8226ef20fcb9e450104dbfb35,REPORT_ONLY,,,QUARANTINE,NONE,Retain only archive/hash provenance; the implementation-root duplicate is not repository authority.,delivery identity; frozen report-tree copy when applicable,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-PROVENANCE-REFERENCE-ONLY,READY_FOR_APPROVAL,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,V10.1-FINDING-VERIFICATION-SUMMARY.json,70e54668350defd0260db0d5d20a0195ba5fef3a921b147b1c9dca9b4bc41ff9,REPORT_ONLY,,,QUARANTINE,NONE,Retain only archive/hash provenance; the implementation-root duplicate is not repository authority.,delivery identity; frozen report-tree copy when applicable,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-PROVENANCE-REFERENCE-ONLY,READY_FOR_APPROVAL,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,V10.1-INTERNAL-SECURITY-MANAGEMENT-CORRECTIVE-REPORT.md,5d3e7c40d3eabb1076c94170df15fe8e50262dc515514a7f7d7d61d720ab2357,REPORT_ONLY,,,QUARANTINE,NONE,Retain only archive/hash provenance; the implementation-root duplicate is not repository authority.,delivery identity; frozen report-tree copy when applicable,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,MAP-PROVENANCE-REFERENCE-ONLY,READY_FOR_APPROVAL,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,VERIFY-V10-CANDIDATE.py,e0058361f6e01f3ca44931d42ae3ef1aad811150c0e39c27c8fcf93cb8a4cb84,VERIFICATION_ONLY,,,DEFER,NONE,Use only from the isolated extraction for verification; do not add to the application repository without approval.,human-approved mapping if later integrated,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/AZPR-security-continuation-handoff.md,01809229388510593164c90c97445b4a5a8d72e5086f975c898b92c2c68f1987,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/final-assessment/AZPR-security-remediation-refined-final-assessment.md,6be88d3db597a3f58dd280850b4154c71789d31e253dc0742e7d51059f7959be,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/final-assessment/AZPR-security-remediation-refined-final-scorecard.json,5d5e51acacc990509256de69eb69d7edc82958702f16e954f7eeffdd691b7290,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/final-assessment/AZPR-security-remediation-refined-priority-fixes.md,8533cf4d02b4687f0bc94d3eaab7b3a9753648f3b3b86f8f9793ed8af7726790,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/final-assessment/AZPR-security-remediation-refined-verification-summary.json,969b76335e69473f078c066aa465b015f019ee08b8a558d5458916be0d87f2cd,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/finalized-consultation/AZPR-finalized-security-assessment-attachment-error.xml,01e8ba3881ccaec0add885ed64dcdce7b121cf9a94ec9cf03ff2e39b12eb6a9a,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/finalized-consultation/AZPR-finalized-security-priority-fixes.md,fbd0c059a4b6a5cf6a7076b8899dae1f8a1344d12ae29419420dfc7db7cbdfef,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/finalized-consultation/AZPR-finalized-security-scorecard.json,9fc91399c3ee4e7ccd5ae25e9e376a3f14a35946a34825703f9b4843e91422e5,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/finalized-consultation/AZPR-finalized-security-verification-summary.json,0a32b6739aacdc052a06fec5840649096cf2248d840a5a01987130f1f948dfd7,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/finalized-consultation/README.md,95156cb510f32a57b1fc9062980ae6a8b68e7a564fa58332515a9d4eca102a74,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/finalized-v5-consultation/AZPR-v5-finalized-security-assessment.md,864a9d0b05547c035845a63eb6ebb9cca854103576df696c1ef258165f393b86,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/finalized-v5-consultation/AZPR-v5-finalized-security-priority-fixes.md,3218a73f4f7306362b4ea54c311aec36d8b534a08065e1099c503d3fca66fc05,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/finalized-v5-consultation/AZPR-v5-finalized-security-scorecard.json,9fc91399c3ee4e7ccd5ae25e9e376a3f14a35946a34825703f9b4843e91422e5,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/finalized-v5-consultation/AZPR-v5-finalized-security-verification-summary.json,0a32b6739aacdc052a06fec5840649096cf2248d840a5a01987130f1f948dfd7,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/priority-fix-plan.md,d9a9a1d3e353ca482db43dc7171fd24b05c1baa4a2d2f78a9e0133c6f06e6a6e,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/reassessment-scorecard.json,3bf03433663b28dafc868ec0953a75b3b54b14b0dc3172247640c436257e7cb0,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/reassessment.md,b07ee2bd7f5679182348aed0400a0576caa4160746f30f16c6374d45f777992c,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/v7-final-security-consultation/ASSESSMENT-AUTHORITY-NOTE.md,b7d64368a3d32f837354b0948ca31572c45d81bb729b1d751d7e1222f28b2be8,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/v7-final-security-consultation/AZPR-v7-finalized-security-assessment.md,1f0757656b7d678b3f2682457a48e690e631b6105649c9c84050f2c422428fd7,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
AZPR-autonomous-execution-primed-draft-v10.1.zip,assessment-inputs/v7-final-security-consultation/AZPR-v7-finalized-security-priority-fixes.md,5b910ac8a913b8f6aef65a2836c124132feec8db4e682863f27a4257b11eabee,HISTORICAL_ONLY,,,QUARANTINE,NONE,Historical or provenance material remains in the frozen archive; no active repository destination is needed.,none,SHA-256 and containing archive manifest,No repository write; remove only task-created extraction after preserving reports.,NO,BASELINE-DISPOSITION,NO_APPROVAL_REQUIRED,H0_PREPARATION
